file,ministry,project_name,category,text_length,content
경찰청_과학기술 기반 군중밀집 관리 기술 개발(R%26D).pdf,경찰청,경찰청_과학기술 기반 군중밀집 관리 기술 개발(R%26D),R&D,4352,"사 업 명
과학기술기반군중밀집관리기술개발(R&D) (4431-720)
□ 사업 코드 정보
구분 회계 소관 실국(기관) 계정 분야 부문
코드 020 023
일반회계 경찰청 미래치안정책국
명칭 공공질서및안전 경찰
구분 프로그램 단위사업 세부사업
코드 4400 4431 720
과학기술기반군중
명칭 과학치안활성화 정책연구개발(R&D)
밀집관리기술개발(R&D)
□ 사업 성격
예비타당성 총사업비 총액계상 사업소관 변경정보
신규 계속 완료
실시여부 관리대상 예산사업 2025예산 시 소관
○
□ 사업 지원 형태 및 지원율
직접 출자 출연 보조 융자 국고보조율(%) 융자율 (%)
○
□ 사업 담당자
사업명 구분
소관부처 마래치안정채국
사업시행주체 과학기술개발진흥과
가. 예산 총괄표
(단위: 백만원, %)
2024년 2025년 예산 2026년 증감
사업명
결산 본예산(A) 요구 조정(B) (B-A) (B-A)/A
과학기술기반군중
밀집관리기술개발 1,092 1,976 1,976 1,976 - -
(R&D)
□ 내역사업별 예산 내역
(단위: 백만원)
2024 2025(’25.11월말)
전년도 이월액
2026
예산액 예산 집행액 예산 집행액 제외 이월 불용
이월액 불용액 본예산 예산
(추경) 현액 [실집행액] 현액 [실집행액] 예산 집행액 예상액예상액
현액 [실집행액]
1,092 1,976 1,976
◦기능별 분류(합계) 1,092 1,092 - - 1,976 1,976 1,976 - - 1,976
[1,092] [1,976] [1,976]
･과학기술 기반
1,050 1,900 1,900
군중밀집 관리 1,050 1,050 - - 1,900 1,900 1,900 - - 1,900
[1,050] [1,900] [1,900]
기술 개발
42 76 76
･기획평가관리비 42 42 - - 76 76 76 - - 76
[42] [76] [76]
나. 사업설명자료
1) 사업목적･내용
- (①내역: 과학기술 기반 군중밀집 관리 기술 개발) 군중 분석 및 관리 기술 개발을 통해
밀집도를 계산･예측하고 이를 기반으로 현장 상황 분석과 경찰력 지원까지 연계 가능
한 종합솔루션 개발
- (②내역: 기획평가관리비) 원활한 사업 추진을 위한 기획, 평가, 관리 등 소요 비용
2) 사업개요
□ 사업근거 및 추진경위
① 법령상 근거 및 조항 적시
- 국가경찰과 자치경찰의 조직 및 운영에 관한 법률 제33조(치안에 필요한 연구개발의 지원 등)
- 재난 및 안전관리 기본법 제71조(재난 및 안전관리에 필요한 과학기술의 진흥 등)
- 과학기술기본법 제16조의6(과학기술을 활용한 사회문제 해결)
- 국정과제 국민안전을 위한 법질서 확립 및 민생치안 역량 강화(예방중심 치안활동 강화),
국민안전 보장을 위한 재난안전관리체계 확립
② 추진경위
- ’22. 11. : 경찰청 인파관리 대책 수립 TF를 통해 신규 R&D 사업 기획･추진
- (2023년) 행정안전부와 함께 사업을 추진하고자 사전 회의 개최, 사전 기획
- (2024년) 신규 과제 주관연구기관 선정 및 협약 체결
- (2025년) 2024년도 연구 수행 내용 컨설팅
□ 주요내용
① 사업규모
- 사업기간 : (당초) ’24~’27 → (변경) ’24~’26 / 신속한 현장 적용을 위해 단축
※ 사업비 100.36억(국고 경찰청 50.44억 + 행안부 49.92억)
- 최근 5년 간 투입된 사업비(예산액기준, 추경편성한 연도에는 추경포함)
연도 2022 2023 2024 2025 2026
사업비 - - 1,092 1,976 1,976
② 사업추진체계
- 사업시행방법 : 출연
- 사업시행주체 : 과학치안진흥센터
※ 다부처 사업 - 경찰청(주), 행안부
- 사업 수혜자 : 국민, 현장 경찰관, 지자체, 대학, 출연연, 기업 등
- 보조, 융자, 출연, 출자 등의 경우 보조･융자 등 지원 비율 및 법적근거
피보조･
지원 금액 지원
내역사업명 구분 피출연 등 보조율 법적근거 (해당 조항)
(2026예산) 비율(%)
기관명
과학기술
기반
군중밀집 1,900 100 - 국가경찰과 자치경찰의 조직 및 운영에
과학치안
관한 법률 제33조
관리 기술 출연
진흥센터
개발 - 재난 및 안전관리 기본법 제71조
기획평가
76 100
관리비
3) 2026년도 예산 산출 근거
① 과학기술 기반 군중밀집 관리 기술 개발 : (’25) 1,900 → (’26) 1,900백만원(전년동)
1. 과학기술 기반 군중밀집 관리 기술 개발 : 1,900 → 1,900백만원(전년동)
② 기획평가관리비 : (’25) 76 → (’26) 76백만원(전년동)
1. 기획평가관리비 : 76 → 76백만원(전년동)
4) 사업효과
□ 사업영향, 산출물 성과지표 등
① ’22~’26년도 성과계획서 상 성과지표 및 최근 5년간 성과 달성도
’25목표치 측정산식 자료수집방법
성과지표 구분 '24 '25 '26
산출근거 (또는 측정방법) (또는 자료출처)
목표 신규 60 90 단위면적 당 혼잡
혼잡위험도 정보 최종목표 90% 달성을
위험도 지표와 실제 연차보고서.,
분석 기술 정확도 실적 - - - 위한 점진적 목표
위험도 지표 비교 공인시험 등
(단위: %) 상향
달성도 - - - 측정
혼잡위험 정보의 목표 신규 50 83.3 혼잡위험 정보 사용자가 혼잡
실시간성 효율화 실시간성 5분 달성을 위험도 정보 계산 연차보고서.,
실적 - - -
지수 위한 점진적 목표 요구시 결과 산출 공인시험 등
(단위: %) 달성도 - - - 상향 시간 측정
밀집 위험 대응 인력
목표 신규 60 120
및 장비 배치에
혼잡위험 정보의 예측 정확도가 80%
필요한 최대 소요 연차보고서.,
예측 시간 확보 실적 - - - 이상인 예측 시간
시간인 120분을 공인시험 등
(단위: 분) 측정
기준으로 점진적
달성도 - - -
목표 상향
※ 상기 지표는 전략계획서 수립(성과목표･지표 상위점검) 결과에 따라, 변경사항 반영 예정
② 성과지표 이외의 연도별 사업추진 경과 및 실적
- 멀티모달 데이터 융합 기반 군중 밀집도/위험도 판단･예측 기술 확보를 위한 기술개발
2025
- 지자체(용산구청) 테스트베드 구축
③ 향후(’26년도 이후) 기대효과
◦ 멀티모달 데"
경찰청_치안데이터활용기술개발(R%26D).pdf,경찰청,경찰청_치안데이터활용기술개발(R%26D),R&D,4104,"사 업 명
치안데이터활용기술개발(R&D) (4431-730)
□ 사업 코드 정보
구분 회계 소관 실국(기관) 계정 분야 부문
코드 020 023
일반회계 경찰청 미래치안정책국
명칭 공공질서및안전 경찰
구분 프로그램 단위사업 세부사업
코드 4400 4431 730
치안데이터활용기술개발
명칭 과학치안활성화 정책연구개발(R&D)
(R&D)
□ 사업 성격
예비타당성 총사업비 총액계상 사업소관 변경정보
신규 계속 완료
실시여부 관리대상 예산사업 2025예산 시 소관
○
□ 사업 지원 형태 및 지원율
직접 출자 출연 보조 융자 국고보조율(%) 융자율 (%)
○
□ 사업 담당자
사업명 구분
소관부처 마래치안정책국
사업시행주체 과학기술개발진흥과
가. 예산 총괄표
(단위: 백만원, %)
2024년 2025년 예산 2026년 증감
사업명
결산 본예산(A) 요구 조정(B) (B-A) (B-A)/A
치안데이터
활용기술개발 - - 3,120 1,560 1,560 순증
(R&D)
□ 내역사업별 예산 내역
(단위: 백만원)
2024 2025(’25.11월말)
전년도 이월액
2026
예산액 예산 집행액 예산 집행액 제외 이월 불용
이월액 불용액 본예산 예산
(추경) 현액 [실집행액] 현액 [실집행액] 예산 집행액 예상액예상액
현액 [실집행액]
◦기능별 분류(합계) - - - - - - - - - - - - 1,560
･치안비정형데이터
암호화컴퓨팅 기 - - - - - - - - - - - - 1,500
술개발
･기획평가관리비 - - - - - - - - - - - - 60
나. 사업설명자료
1) 사업목적･내용
- (①내역: 치안 비정형 데이터 암호화 컴퓨팅 기술개발) 암호화 컴퓨팅 알고리즘 및 데이터
처리기술과 암호화 컴퓨팅 AI 알고리즘을 개발하고 검증
1) 암호화 컴퓨팅 알고리즘 및 데이터 처리 기술 개발
2) 암호화 데이터 친화적 AI 알고리즘 개발 및 검증
< 치안 비정형 데이터 암호화 컴퓨팅 >
- (②내역: 기획평가관리비) 원활한 사업 추진을 위한 기획, 평가, 관리 등 소요 비용
2) 사업개요
□ 사업근거 및 추진경위
① 법령상 근거 및 조항 적시
- 국가경찰과 자치경찰의 조직 및 운영에 관한 법률 제33조(치안에 필요한 연구개발의
지원 등)
- 과학기술기본법 제16조의6(과학기술을 활용한 사회문제 해결)
- 지능정보화 기본법 제60조(안전성 보호조치)
- 국정과제 국민안전을 위한 법질서 확립 및 민생치안 역량 강화(예방중심 치안활동 강화,
치안 AI 혁신 신종범죄 대응역량 강화)
② 추진경위
- 경찰청 全 국관･산학연 대상 기술수요조사 실시(’24. 3. ~ ’24. 4.)
- 치안 비정형 데이터 암호화 컴퓨팅 기술 개발사업 기획연구(’24.7. ~ ’25.3.)
- 25~’29 중기사업계획(’25.1.)
□ 주요내용
① 사업규모
- 사업기간 : ’26~’29 / 사업비 168.38억(국고 156억 + 민간 12.38억)
- 최근 5년 간 투입된 사업비(예산액기준, 추경편성한 연도에는 추경포함)
연도 2022 2023 2024 2025 2026
사업비 - - - - 1,560
② 사업추진체계
- 사업시행방법 : 출연
- 사업시행주체 : 과학치안진흥센터
- 사업 수혜자 : 국민, 현장 경찰관, 대학, 출연연, 기업 등
- 보조, 융자, 출연, 출자 등의 경우 보조･융자 등 지원 비율 및 법적근거
피보조･피
지원 금액 지원
내역사업명 구분 출연 등 보조율 법적근거 (해당 조항)
(2026예산) 비율(%)
기관명
치안비정형
데이터암호화
1,500 100
컴퓨팅기술 과학치안 - 국가경찰과 자치경찰의 조직 및 운영에
출연 관한 법률 제33조
개발 진흥센터
기획평가
60 100
관리비
3) 2026년도 예산 산출 근거
① 치안 데이터 활용 기술 개발 : (’25) 0 → (’26) 1,500백만원(순증)
1. 암호화 컴퓨팅 알고리즘 및 데이터 처리기술 개발 : 0 → 900백만원(순증)
2. 암호화 데이터 친화적 AI 알고리즘 개발 및 검증 : 0 → 600백만원(순증)
② 기획평가관리비 : (’25) 0 → (’26) 60백만원(순증)
1. 기획평가관리비 : 0 → 60백만원(순증)
4) 사업효과
□ 사업영향, 산출물 성과지표 등
① ’22~’26년도 성과계획서 상 성과지표 및 최근 5년간 성과 달성도
※ ’26년도 신규사업으로 기획보고서 상 목표지표를 작성
’26목표치 측정산식 자료수집방법
성과지표 구분 '22 '23 '24 '25 '26
산출근거 (또는 측정방법) (또는 자료출처)
암호화 컴퓨팅
목표 - - - - 신규
비정형 데이터 검증용 환경에서
인증시험기관
암/복호화 속도 실적 - - - - - ’26년 신규사업 테스트하고 성능
시험성적서
(단위: 초) 데이터를 수집하여
달성도 - - - - -
평가를 진행함
암호화 컴퓨팅
기존 암호화 목표 - - - - 신규
검증용 환경에서
데이터 전환 인증시험기관
실적 - - - - - ’26년 신규사업 테스트하고 성능
무결성 시험성적서
데이터를 수집하여
(단위: %) 달성도 - - - - -
평가를 진행함
암호화 컴퓨팅
목표 - - - - 신규
암호화된 객체인식 검증용 환경에서
인증시험기관
모델 속도 실적 - - - - - ’26년 신규사업 테스트하고 성능
시험성적서
(단위: 초) 데이터를 수집하여
달성도 - - - - -
평가를 진행함
암호화 컴퓨팅
목표 - - 신규
암호화된 객체인식 검증용 환경에서
인증시험기관
모델 정확도 실적 - - - - - ’26년 신규사업 테스트하고 성능
시험성적서
(단위: %) 데이터를 수집하여
달성도 - - - - -
평가를 진행함
암호화 컴퓨팅
목표 - - - - 신규
암호화된 음성 검증용 환경에서
인증시험기관
인식 오류율 실적 - - - - - ’26년 신규사업 테스트하고 성능
시험성적서
(단위: %) 데이터를 수집하여
달성도 - - - - -
평가를 진행함
암호화 컴퓨팅
목표 - - - - 신규
암호화된 자연어 검증용 환경에서
인증시험기관
처리 모델 정확도 실적 - - - - - ’26년 신규사업 테스트하고 성능
시험성적서
(단위: %) 데이터를 수집하여
달성도 - - - - -
평가를 진행함
② 성과지표 "
과학기술정보통신부_AI 공간 컴퓨팅 창업 생태계 활성화.pdf,과학기술정보통신부,과학기술정보통신부_AI 공간 컴퓨팅 창업 생태계 활성화,일반,7943,"사 업 명
(323) AI·공간컴퓨팅 창업 생태계 활성화 (2602-366)
□ 사업 코드 정보
구분 회계 소관 실국(기관) 계정 분야 부문
코드 과학기술 소프트웨어 130 133
일반회계 -
명칭 정보통신부 정책관 통신 정보통신
구분 프로그램 단위사업 세부사업
코드 2600 2602 366
AI·공간컴퓨팅 창업 생태계
명칭 인공지능데이터진흥 AI경쟁력강화(일반)
활성화
□ 사업 성격 (공통요구자료 Ⅱ-1 작성유의사항 4. 참조, 해당하는 사항에 “○” 표시)
예비타당성 총사업비 총액계상 사업소관 변경정보
신규 계속 완료
실시여부 관리대상 예산사업 2025예산 시 소관
○
□ 사업 지원 형태 및 지원율 (최소한 한 개는 반드시 선택하시오. 해당사항에 O 표시)
직접 출자 출연 보조 융자 국고보조율(%) 융자율 (%)
○
□ 사업 소관부처 및 시행주체
사업명 구분
정보통신정책실
AI·공간컴퓨팅
소관부처 소프트웨어정책관
창업 생태계
디지털콘텐츠과
활성화
사업시행주체 정보통신산업진흥원
가. 예산 총괄표
(단위: 백만원, %)
2024년 2025년 예산 2026년 예산 증감
사업명
결산 (B-A)
본예산 추경*(A) 요구안 본예산(B) (B-A)/A
AI·공간AI·공간컴
퓨팅 창업 생태계 - - - 1,500 1,500 1,500 순증
활성화
□ 기능별(내역사업별) 예산 내역
(단위: 백만원)
2024 2025
2026
예산액 예산 예산액 예산
집행액 이월액 불용액 집행액 이월액 불용액 예산
(추경) 현액 (추경) 현액
○ 기능별 분류(합계) - - - - - - - - - - 1,500
․로봇 기반 공간
- - - - - - - - - - 1,500
컴퓨팅 창업지원
나. 사업설명자료
1) 사업목적·내용
□ (AI·공간컴퓨팅 창업 생태계 활성화) AI·공간컴퓨팅 산업의 기술창업 도전 활성화와 초기
창업기업의 안정적 성장 지원을 통한 기술집약 산업의 지속 가능한 기술창업 생태계 조성
- (로봇 기반 공간컴퓨팅 창업지원) 예비·초기 창업기업 대상 로봇 기반 신서비스 발굴 및
맞춤형 프로그램 운영을 통한 지역 창업 생태계 활성화
2) 사업개요
□ 사업근거 및 추진경위
① 법령상 근거 및 조항 적시
- 「정보통신 진흥 및 융합 활성화 등에 관한 특별법」제21조, 제32조
제21조(디지털콘텐츠의 진흥과 활성화) ① 정부는 디지털콘텐츠 제작자의 창의성을 높이고, 유망
디지털콘텐츠가 창작ㆍ유통ㆍ이용될 수 있는 환경을 조성하여야 하며, 관련 산업의 경쟁력을 강화
하기 위하여 노력하여야 한다.
② 정부는 디지털콘텐츠의 진흥 및 활성화를 위하여 다음 각 호의 사업을 추진할 수 있다.
1. 디지털콘텐츠의 제작 및 유통 지원
2. 디지털콘텐츠 관련 지역협력 및 시범사업
3. 디지털콘텐츠 인프라 구축 지원
4. 디지털콘텐츠 관련 전문인력 양성 지원
5. 디지털콘텐츠 진흥 및 활성화를 위한 정책연구 사업
6. 그 밖에 디지털콘텐츠 진흥 및 활성화를 위하여 대통령령으로 정하는 사항
③ 정부는 제2항 각 호의 사업을 효율적으로 추진하기 위하여 전담기관을 지정할 수 있으며, 필요
한 비용의 전부 또는 일부를 보조할 수 있다.
④ 제2항에 따른 지원 사업 및 제3항에 따른 전담기관의 지정 등에 필요한 사항은 대통령령으로
정한다.
제32조(정보통신융합등 기술ㆍ서비스 개발 등의 지원) ① 과학기술정보통신부장관은 다른 산업 및
서비스 등에 정보통신의 접목을 통하여 생산성과 가치를 높일 수 있도록 노력하여야 한다. <개정
2017. 7. 26.>
② 과학기술정보통신부장관은 정보통신융합등 기술ㆍ서비스의 개발을 촉진하기 위하여 다음 각 호
의 사업을 추진할 수 있다. <개정 2017. 7. 26.>
1. 정보통신융합등 기술ㆍ서비스 관련 연구개발 사업
2. 제1호에 따라 추진되는 과제에 대한 기획ㆍ평가ㆍ관리
3. 국가ㆍ지방자치단체, 대학ㆍ정부출연연구기관, 민간 등이 보유한 정보통신융합등 기술의 거래
등 기술이전을 위한 중개ㆍ알선 지원
4. 정보통신융합등 기술에 대한 평가 및 평가 기법의 개발ㆍ보급
5. 정보통신융합등 기술의 기술이전ㆍ사업화에 관한 통계조사ㆍ연구 등 관련 정보의 수집ㆍ분석ㆍ
제공
6. 정보통신융합등 기술의 기술이전 후 상용화 연구개발 지원
7. 정보통신융합등 기술의 기술사업화 전문인력 양성
8. 정보통신융합등 기술의 기술거래ㆍ사업화 촉진을 위한 정보시스템 구축ㆍ활용
9. 지식재산권 등 정보통신융합등 기술 관련 연구성과물의 관리ㆍ홍보ㆍ활용
10. 정보통신융합등 기술ㆍ서비스의 수준조사 등 정책연구 사업
11. 정보통신융합등 기술ㆍ서비스 관련 시범사업
12. 그 밖에 정보통신기술진흥을 위하여 필요한 사업
③ 과학기술정보통신부장관은 제2항 각 호의 사업을 추진하기 위하여 법인인 전담기관을 설립하
거나 법인ㆍ단체에 위탁ㆍ운영할 수 있으며, 필요한 비용의 전부 또는 일부를 예산의 범위에서 출
연 또는 보조할 수 있다. <개정 2017. 7. 26.>
④ 중앙행정기관의 장 및 지방자치단체의 장은 제2항 각 호의 사업을 제3항에 따른 전담기관으로
하여금 수행하게 하고, 그에 소요되는 비용의 전부 또는 일부를 지원할 수 있다.
⑤ 제3항에 따른 전담기관에 관하여 이 법에서 정한 것을 제외하고는 「민법」 중 재단법인에 관한
규정을 준용하며, 전담기관의 운영 및 제2항 각 호의 업무수행에 필요한 사항은 대통령령으로 정
한다.
- 「정보통신산업진흥법」제26조, 제27조
제27조(사업) 산업진흥원은 다음 각 호의 사업을 한다. <개정 2011. 7. 25., 2012. 6. 1., 2020. 6. 9.>
1. 정보통신산업 정책연구 및 정책수립 지원
2. 전문인력 양성
3. 정보통신산업 육성ㆍ발전 및 지원시설 등 기반조성사업
4. 정보통신기업의 창업ㆍ성장 등의 지원
5. 정보통신산업 발전을 위한 유통시장 활성화와 마케팅 지원
6. 정보통신산업 동향분석, 통계작성, 정보 유통, 서비스 등에 관한 사업
7. 정보통신기술의 융합ㆍ활용에 관한 사업
8. 정보통신산업 관련 국제교류ㆍ협력 및 해외진출의 지원
9. 정보통신산업 관련 출판ㆍ홍보
10. 「소프트웨어 진흥법」 제2조제2호에 따른 소프트웨어산업에 관한 다음 각 목의 사업
가. 소프트"
과학기술정보통신부_AI 기반 뇌발달질환 디지털의료기기 실증지원.pdf,과학기술정보통신부,과학기술정보통신부_AI 기반 뇌발달질환 디지털의료기기 실증지원,일반,6776,"사 업 명
(33) AI 기반 뇌발달질환 디지털의료기기 실증지원 (2601-405)
□ 사업 코드 정보
구분 회계 소관 실국(기관) 계정 분야 부문
코드 지역균형발전 과학기술 인공지능 지역지원 130 133
명칭 특별회계 정보통신부 정책기획관 계정 통신 정보통신
구분 프로그램 단위사업 세부사업
코드 2600 2601 405
AI 기반 뇌발달질환
명칭 인공지능데이터진흥 AI기술개발(지특)
디지털의료기기 실증지원
□ 사업 성격
예비타당성 총사업비 총액계상 사업소관 변경정보
신규 계속 완료
실시여부 관리대상 예산사업 2025예산 시 소관
○
□ 사업 지원 형태 및 지원율
직접 출자 출연 보조 융자 국고보조율(%) 융자율 (%)
○ 100
□ 사업 소관부처 및 시행주체
사업명 구분
인공지능정책실
AI 기반
인공지능정책기획관
소관부처
뇌발달질환
디지털의료기 디지털인재양성과
기 실증지원
사업시행주체 정보통신산업진흥원
가. 예산안 총괄표
(단위: 백만원, %)
2024년 2025년 예산 2026년 예산 증감
사업명
결산 본예산 추경(A) 요구안 본예산(B) (B-A) (B-A)/A
AI 기반
뇌발달질환
5,000 5,000 5,000 5,000 5,000 0 0
디지털의료기기
실증지원
□ 기능별(내역사업별), 목별 예산 내역
(단위: 백만원)
2024 2025
2026
예산액 예산 예산액 예산 이월 불용
집행액 이월액 불용액 집행액 예산
(추경) 현액 (추경) 현액 액 액
5,000 5,000
○ 기능별 분류(합계) 5,000 5,000 5,000 5,000 - - 5,000
[4,988] [4,980]
․AI기반 뇌발달질환
5,000 5,000
디지털의료기기 5,000 5,000 5,000 5,000 - - 5,000
[4,988] [4,980]
실증지원
나. 사업설명자료
1) 사업목적·내용
◦ (AI 기반 뇌발달질환 디지털의료기기 실증지원) 지역 의료기기 제조기업 기술
지원을 통한 디지털 치료기기 산업 생태계 저변확대 및 활성화
- (디지털치료기기 개발지원) 산-학-연-병 기반 뇌발달질환 관련 성과물 중에서 예방·
치료 분야 디지털 치료기기 사업화 및 고도화 연구 및 제품개발 및 성능 검증
- (실증지원) 협력병원 연계를 통한 디지털치료기기 제품 집중 실증지원/디지털 치료
기기 성능 테스트 및 인허가 컨설팅 지원
- (성과확산) 디지털 치료기기 인허가 완료, 준비중인 제품 시범서비스 운영
2) 사업개요
□ 사업근거 및 추진경위
① 법령상 근거 조항 적시
- 정보통신 진흥 및 융합 활성화 등에 관한 특별법 제32조(정보통신융합등 기술·서
비스 개발 등의 지원)
① 과학기술정보통신부장관은 다른 산업 및 서비스 등에 정보통신의 접목을 통하여 생산성과 가치를 높
일 수 있도록 노력하여야 한다.
② 과학기술정보통신부장관은 정보통신융합등 기술ㆍ서비스의 개발을 촉진하기 위하여 다음 각 호의
사업을 추진할 수 있다.
1. 정보통신융합등 기술ㆍ서비스 관련 연구개발 사업
2. 제1호에 따라 추진되는 과제에 대한 기획ㆍ평가ㆍ관리
3. 국가ㆍ지방자치단체, 대학ㆍ정부출연연구기관, 민간 등이 보유한 정보통신융합등 기술의 거래 등
기술이전을 위한 중개ㆍ알선 지원
4. 정보통신융합등 기술에 대한 평가 및 평가 기법의 개발ㆍ보급
5. 정보통신융합등 기술의 기술이전ㆍ사업화에 관한 통계조사ㆍ연구 등 관련 정보의 수집ㆍ분석ㆍ
제공
6. 정보통신융합등 기술의 기술이전 후 상용화 연구개발 지원
7. 정보통신융합등 기술의 기술사업화 전문인력 양성
8. 정보통신융합등 기술의 기술거래ㆍ사업화 촉진을 위한 정보시스템 구축ㆍ활용
9. 지식재산권 등 정보통신융합등 기술 관련 연구성과물의 관리ㆍ홍보ㆍ활용
10. 정보통신융합등 기술ㆍ서비스의 수준조사 등 정책연구 사업
11. 정보통신융합등 기술ㆍ서비스 관련 시범사업
12. 그 밖에 정보통신기술진흥을 위하여 필요한 사업
③ 과학기술정보통신부장관은 제2항 각 호의 사업을 추진하기 위하여 법인인 전담기관을 설립하거나 법인ㆍ
단체에 위탁ㆍ운영할 수 있으며, 필요한 비용의 전부 또는 일부를 예산의 범위에서 출연 또는 보조할 수 있
다.
④ 중앙행정기관의 장 및 지방자치단체의 장은 제2항 각 호의 사업을 제3항에 따른 전담기관으로 하
여금 수행하게 하고, 그에 소요되는 비용의 전부 또는 일부를 지원할 수 있다.
⑤ 제3항에 따른 전담기관에 관하여 이 법에서 정한 것을 제외하고는 「민법」 중 재단법인에 관한
규정을 준용하며, 전담기관의 운영 및 제2항 각 호의 업무수행에 필요한 사항은 대통령령으로 정한
다.
- 정보통신산업진흥법 제3조(국가 및 지방자치단체의 책무)
① 국가는 정보통신산업의 진흥에 필요한 종합적인 시책을 수립하여 시행하고 이에 필요한 재원확보 방안을 마련하여
야 한다.
② 지방자치단체는 국가의 시책과 지역적 특성을 고려하여 정보통신기술을 기반으로 정보통신산업의
진흥에 필요한 시책을 마련하여야 한다.
- 정보통신산업진흥법 제27조(사업)
산업진흥원은 다음 각 호의 사업을 한다. <개정 2011. 7. 25., 2012. 6. 1., 2020. 6. 9.>
1. 정보통신산업 정책연구 및 정책수립 지원
2. 전문인력 양성
3. 정보통신산업 육성ㆍ발전 및 지원시설 등 기반조성사업
4. 정보통신기업의 창업ㆍ성장 등의 지원
5. 정보통신산업 발전을 위한 유통시장 활성화와 마케팅 지원
6. 정보통신산업 동향분석, 통계작성, 정보 유통, 서비스 등에 관한 사업
7. 정보통신기술의 융합ㆍ활용에 관한 사업
8. 정보통신산업 관련 국제교류ㆍ협력 및 해외진출의 지원
9. 정보통신산업 관련 출판ㆍ홍보
10. 「소프트웨어 진흥법」 제2조제2호에 따른 소프트웨어산업에 관한 다음 각 목의 사업
가. 소프트웨어 기술진흥을 위한 정책 및 제도의 조사ㆍ연구
나. 소프트웨어사업자의 품질관리능력 및 전문성 향상에 필요한 사업
11. 삭제 <2015. 6. 22.>
12. 「이러닝(전자학습)산업 발전 및 이러닝 활용 촉진에 관한 법률」에 따른 이러닝산업의 발전에 필
요한 기술개발 및 표준화 연구
13. 이 법 또는 다른 법령에서 산업진흥원의 업무로 정하거나 산업진흥원에 위탁한 사업
14. 그 밖에 산업진흥원의 설립 "
